objectid,labid,sampleid,sampletype,sizefraction,particleid,morphology,color,photoid,chemicalid,polymerid,plastic,comments,length,width,timeimagesmeasurements,instrumenttype,microscopy,nilered,chemicalid_method
28751,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_44,Sphere,Clear,C_CW_2_212-500_44,HDPE,PE,Y,,0.443,0.441,5,FTIR,Y,NA,FTIR
28752,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_45,Fiber,Blue,C_CW_2_212-500_45,Not measured,NA,NA,,0.635,0.036,5,FTIR,Y,NA,FTIR
28753,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_46,Fiber bundle,Clear,C_CW_2_212-500_46,Cellulose,Cellulose,N,,0.415,0.188,5,FTIR,Y,NA,FTIR
28754,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_47,Sphere,Clear,C_CW_2_212-500_47,No good reading,Unknown,N,,0.428,0.421,5,FTIR,Y,NA,FTIR
28755,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_48,Fiber,Blue,C_CW_2_212-500_48,Not measured,NA,NA,,2.508,0.021,5,FTIR,Y,NA,FTIR
28756,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_49,Fragment,Grey,C_CW_2_212-500_49,Cellulose,Cellulose,N,,0.254,0.25,5,FTIR,Y,NA,FTIR
28757,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_50,Sphere,Green,C_CW_2_212-500_50,Not measured,NA,NA,,0.298,0.296,5,FTIR,Y,NA,FTIR
28758,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_51,Fragment,Grey,C_CW_2_212-500_51,Not measured,NA,NA,,0.315,0.273,5,FTIR,Y,NA,FTIR
28759,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_52,Fragment,Grey,C_CW_2_212-500_52,Not measured,NA,NA,,0.299,0.255,5,FTIR,Y,NA,FTIR
28760,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_53,Fragment,Grey,C_CW_2_212-500_53,Not measured,NA,NA,,0.27,0.253,5,FTIR,Y,NA,FTIR
28761,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_54,Fragment,Grey,C_CW_2_212-500_54,Not measured,NA,NA,,0.234,0.189,5,FTIR,Y,NA,FTIR
28762,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_55,Sphere,Clear,C_CW_2_212-500_55,Not measured,NA,NA,,0.432,0.426,5,FTIR,Y,NA,FTIR
28763,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_56,Fragment,Grey,C_CW_2_212-500_56,Not measured,NA,NA,,0.501,0.357,5,FTIR,Y,NA,FTIR
28764,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_57,Film,Clear,C_CW_2_212-500_57,Not measured,NA,NA,,0.408,0.213,5,FTIR,Y,NA,FTIR
28765,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_58,Film,Clear,C_CW_2_212-500_58,Not measured,NA,NA,,0.33,0.316,5,FTIR,Y,NA,FTIR
28766,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_59,Sphere,Clear,C_CW_2_212-500_59,Not measured,NA,NA,,0.447,0.445,5,FTIR,Y,NA,FTIR
28767,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_60,Fragment,Grey,C_CW_2_212-500_60,Not measured,NA,NA,,0.32,0.175,5,FTIR,Y,NA,FTIR
28768,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_61,Fragment,Grey,C_CW_2_212-500_61,Not measured,NA,NA,,0.306,0.167,5,FTIR,Y,NA,FTIR
28769,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_62,Foam,White,C_CW_2_212-500_62,Not measured,NA,NA,,0.096,0.095,5,FTIR,Y,NA,FTIR
28770,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_63,Fiber bundle,Brown,C_CW_2_212-500_63,Not measured,NA,NA,,0.39,0.091,5,FTIR,Y,NA,FTIR
28771,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_64,Foam,White,C_CW_2_212-500_64,Not measured,NA,NA,,0.273,0.212,5,FTIR,Y,NA,FTIR
28772,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_65,Fragment,Grey,C_CW_2_212-500_65,Not measured,NA,NA,,0.269,0.26,5,FTIR,Y,NA,FTIR
28773,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_66,Fragment,Grey,C_CW_2_212-500_66,Not measured,NA,NA,,0.279,0.233,5,FTIR,Y,NA,FTIR
28774,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_67,Fragment,Brown,C_CW_2_212-500_67,Not measured,NA,NA,,0.691,0.461,5,FTIR,Y,NA,FTIR
28775,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_68,Sphere,Clear,C_CW_2_212-500_68,Not measured,NA,NA,,0.416,0.414,5,FTIR,Y,NA,FTIR
28776,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_69,Fragment,Grey,C_CW_2_212-500_69,Not measured,NA,NA,,0.28,0.266,5,FTIR,Y,NA,FTIR
28777,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_70,Fiber bundle,White,C_CW_2_212-500_70,Not measured,NA,NA,,0.732,0.071,5,FTIR,Y,NA,FTIR
28778,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_71,Fiber,Blue,C_CW_2_212-500_71,Not measured,NA,NA,,1.062,0.031,5,FTIR,Y,NA,FTIR
28779,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_72,Sphere,Clear,C_CW_2_212-500_72,Not measured,NA,NA,,0.449,0.441,5,FTIR,Y,NA,FTIR
28780,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_73,Fragment,Grey,C_CW_2_212-500_73,Not measured,NA,NA,,0.31,0.242,5,FTIR,Y,NA,FTIR
28781,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_74,Fragment,Grey,C_CW_2_212-500_74,Not measured,NA,NA,,0.332,0.24,5,FTIR,Y,NA,FTIR
28782,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_75,Fragment,Grey,C_CW_2_212-500_75,Not measured,NA,NA,,0.292,0.183,5,FTIR,Y,NA,FTIR
28783,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_76,Fragment,Grey,C_CW_2_212-500_76,Not measured,NA,NA,,0.39,0.155,5,FTIR,Y,NA,FTIR
28784,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_77,Film,Clear,C_CW_2_212-500_77,Cellulose,Cellulose,N,,0.332,0.072,5,FTIR,Y,NA,FTIR
28785,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_78,Fiber,Black,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28786,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_79,Fiber,Clear,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28787,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_80,Fiber,Pink,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28788,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_81,Fragment,Blue,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28789,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_82,Foam,Red,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28790,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_83,Foam,Red,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28791,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_84,Foam,Red,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28792,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_85,Foam,Red,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28793,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_86,Fiber,Clear,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28794,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_87,Fragment,Grey,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28795,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_88,Fragment,Grey,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28796,C,C_CW_2,CW,212-500 um,C_CW_2_212-500_89,Fragment,Grey,Eot foFEd,Not measured,NA,NA,Lost,-88,-88,-88,FTIR,Y,NA,FTIR
28797,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_1,Fiber,Black,C_CW_2_20-212_1,Not measured,NA,NA,,2.085,0.02,5,FTIR,Y,NA,FTIR
28798,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_2,Fiber,Blue,C_CW_2_20-212_2,Not measured,NA,NA,,0.625,0.023,5,FTIR,Y,NA,FTIR
28799,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_3,Fiber bundle,Clear,C_CW_2_20-212_3,Cellulose,Cellulose,N,,1.417,0.238,5,FTIR,Y,NA,FTIR
28800,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_4,Fiber,Black,C_CW_2_20-212_4,Not measured,NA,NA,,0.313,0.032,5,FTIR,Y,NA,FTIR
28801,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_5,Fiber bundle,Clear,C_CW_2_20-212_5,Cellulose,Cellulose,N,,0.849,0.33,5,FTIR,Y,NA,FTIR
28802,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_6,Film,Clear,C_CW_2_20-212_6,Not measured,NA,NA,,0.308,0.163,5,FTIR,Y,NA,FTIR
28803,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_7,Sphere,Clear,C_CW_2_20-212_7,Not measured,NA,NA,,0.144,0.149,5,FTIR,Y,NA,FTIR
28804,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_8,Sphere,Clear,C_CW_2_20-212_8,HDPE,PE,Y,,0.14,0.14,5,FTIR,Y,NA,FTIR
28805,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_9,Film,Clear,C_CW_2_20-212_9,Not measured,NA,NA,,0.14569,0.11105,5,FTIR,Y,NA,FTIR
28806,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_10,Fragment,White,C_CW_2_20-212_10,Not measured,NA,NA,,0.14569,0.14059,5,FTIR,Y,NA,FTIR
28807,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_11,Fiber bundle,Clear,C_CW_2_20-212_11,Not measured,NA,NA,,0.66735,0.15153,5,FTIR,Y,NA,FTIR
28808,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_12,Film,Clear,C_CW_2_20-212_12,Not measured,NA,NA,,0.23876,0.18673,5,FTIR,Y,NA,FTIR
28809,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_13,Sphere,Clear,C_CW_2_20-212_13,HDPE,PE,Y,,0.14,0.14,5,FTIR,Y,NA,FTIR
28810,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_14,Film,Clear,C_CW_2_20-212_14,Not measured,NA,NA,,0.31123,0.14485,5,FTIR,Y,NA,FTIR
28811,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_15,Fiber,Blue,C_CW_2_20-212_15,Not measured,NA,NA,,0.24692,0.011,5,FTIR,Y,NA,FTIR
28812,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_16,Film,Clear,C_CW_2_20-212_16,Cellulose,Cellulose,N,,0.3021,0.22952,5,FTIR,Y,NA,FTIR
28813,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_17,Fragment,White,C_CW_2_20-212_17,Not measured,NA,NA,,0.15062,0.11376,5,FTIR,Y,NA,FTIR
28814,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_18,Fragment,Multicolor,C_CW_2_20-212_18,Cellulose,Cellulose,N,,0.31762,0.1491,5,FTIR,Y,NA,FTIR
28815,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_19,Fiber,Orange,C_CW_2_20-212_19,Not measured,NA,NA,,0.89873,0.039,5,FTIR,Y,NA,FTIR
28816,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_20,Fiber,Red,C_CW_2_20-212_20,Not measured,NA,NA,,0.798,0.013,5,FTIR,Y,NA,FTIR
28817,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_21,Fiber,Red,C_CW_2_20-212_21,Not measured,NA,NA,Broke apart,0.55065,0.014,5,FTIR,Y,NA,FTIR
28818,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_22,Fiber,Blue,C_CW_2_20-212_22,Cellulose,Cellulose,N,,0.86378,0.021,5,FTIR,Y,NA,FTIR
28819,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_23,Fiber,Orange,C_CW_2_20-212_23,PETE,PET,Y,,1.15328,0.019,5,FTIR,Y,NA,FTIR
28820,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_24,Fiber,Black,C_CW_2_20-212_24,Not measured,NA,NA,,0.09003,0.013,5,FTIR,Y,NA,FTIR
28821,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_25,Fiber,Blue,C_CW_2_20-212_25,Not measured,NA,NA,,0.215,0.017,5,FTIR,Y,NA,FTIR
28822,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_26,Fiber,Red,C_CW_2_20-212_26,Not measured,NA,NA,,0.84822,0.017,5,FTIR,Y,NA,FTIR
28823,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_27,Film,Yellow,C_CW_2_20-212_27,Cellulose,Cellulose,N,,0.97611,0.0554,5,FTIR,Y,NA,FTIR
28824,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_28,Fiber,Red,C_CW_2_20-212_28,Not measured,NA,NA,,0.86064,0.01,5,FTIR,Y,NA,FTIR
28825,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_29,Fiber,Blue,C_CW_2_20-212_29,Not measured,NA,NA,Broke apart,0.54647,0.014,5,FTIR,Y,NA,FTIR
28826,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_30,Fragment,Black,C_CW_2_20-212_30,Not measured,NA,NA,,0.08351,0.02814,5,FTIR,Y,NA,FTIR
28827,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_31,Fiber,Red,C_CW_2_20-212_31,Not measured,NA,NA,,0.63433,0.014,5,FTIR,Y,NA,FTIR
28828,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_32,Fragment,White,C_CW_2_20-212_32,Not measured,NA,NA,,0.1491,0.14443,5,FTIR,Y,NA,FTIR
28829,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_33,Fragment,Blue,C_CW_2_20-212_33,PS,PS,Y,,0.14848,0.11037,5,FTIR,Y,NA,FTIR
28830,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_34,Fragment,Grey,C_CW_2_20-212_34,Not measured,NA,NA,,0.1873,0.15263,5,FTIR,Y,NA,FTIR
28831,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_35,Fiber,Red,C_CW_2_20-212_35,Not measured,NA,NA,,0.78664,0.022,5,FTIR,Y,NA,FTIR
28832,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_36,Fragment,White,C_CW_2_20-212_36,HDPE,PE,Y,,0.19,0.137,5,FTIR,Y,NA,FTIR
28833,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_37,Fragment,White,C_CW_2_20-212_37,Not measured,NA,NA,,0.14326,0.115,5,FTIR,Y,NA,FTIR
28834,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_38,Fragment,White,C_CW_2_20-212_38,Not measured,NA,NA,,0.124,0.109,5,FTIR,Y,NA,FTIR
28835,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_39,Fiber,Red,C_CW_2_20-212_39,Cellulose,Cellulose,N,,1.26653,0.019,5,FTIR,Y,NA,FTIR
28836,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_40,Fiber,Multicolor,C_CW_2_20-212_40,PS,PS,Y,,0.66504,0.014,5,FTIR,Y,NA,FTIR
28837,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_41,Fiber,Blue,C_CW_2_20-212_41,Cellulose,Cellulose,N,,1.45881,0.011,5,FTIR,Y,NA,FTIR
28838,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_42,Fragment,White,C_CW_2_20-212_42,Not measured,NA,NA,,0.1494,0.1329,5,FTIR,Y,NA,FTIR
28839,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_43,Fragment,Black,C_CW_2_20-212_43,Not measured,NA,NA,,0.07174,0.04449,5,FTIR,Y,NA,FTIR
28840,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_44,Fiber,Red,C_CW_2_20-212_44,Not measured,NA,NA,,0.91447,0.013,5,FTIR,Y,NA,FTIR
28841,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_45,Fiber,Orange,C_CW_2_20-212_45,PETE,PET,Y,,0.92405,0.016,5,FTIR,Y,NA,FTIR
28842,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_46,Fiber,Red,C_CW_2_20-212_46,Not measured,NA,NA,,0.54582,0.027,5,FTIR,Y,NA,FTIR
28843,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_47,Sphere,Clear,C_CW_2_20-212_47,Not measured,NA,NA,,0.14991,0.15,5,FTIR,Y,NA,FTIR
28844,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_48,Fragment,White,C_CW_2_20-212_48,Not measured,NA,NA,,0.13163,0.12103,5,FTIR,Y,NA,FTIR
28845,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_49,Fiber,Multicolor,C_CW_2_20-212_49,PS,PS,Y,,0.60617,0.01234,5,FTIR,Y,NA,FTIR
28846,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_50,Fiber,Black,C_CW_2_20-212_50,Cellulose,Cellulose,N,,0.22735,0.0199,5,FTIR,Y,NA,FTIR
28847,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_51,Fragment,White,C_CW_2_20-212_51,HDPE,PE,Y,,0.16407,0.11174,5,FTIR,Y,NA,FTIR
28848,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_52,Fragment,White,C_CW_2_20-212_52,Not measured,NA,NA,,0.15608,0.15011,5,FTIR,Y,NA,FTIR
28849,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_53,Fragment,White,C_CW_2_20-212_53,Not measured,NA,NA,,0.16041,0.12153,5,FTIR,Y,NA,FTIR
28850,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_54,Fiber,Red,C_CW_2_20-212_54,Not measured,NA,NA,,1.04579,0.01655,5,FTIR,Y,NA,FTIR
28851,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_55,Film,Clear,C_CW_2_20-212_55,Cellulose,Cellulose,N,,0.84061,0.053,5,FTIR,Y,NA,FTIR
28852,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_56,Fragment,White,C_CW_2_20-212_56,Not measured,NA,NA,,0.188,0.13163,5,FTIR,Y,NA,FTIR
28853,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_57,Fragment,White,C_CW_2_20-212_57,Not measured,NA,NA,,0.174,0.121,5,FTIR,Y,NA,FTIR
28854,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_58,Fiber,Red,C_CW_2_20-212_58,Cellulose,Cellulose,N,,1.11406,0.01745,5,FTIR,Y,NA,FTIR
28855,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_59,Fragment,Clear,C_CW_2_20-212_59,Cellulose,Cellulose,N,,0.26694,0.1777,5,FTIR,Y,NA,FTIR
28856,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_60,Fragment,White,C_CW_2_20-212_60,Not measured,NA,NA,,0.139,0.08725,5,FTIR,Y,NA,FTIR
28857,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_61,Fiber,Red,C_CW_2_20-212_61,Not measured,NA,NA,,0.71457,0.01561,5,FTIR,Y,NA,FTIR
28858,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_62,Sphere,Clear,C_CW_2_20-212_62,Not measured,NA,NA,,0.13651,0.133,5,FTIR,Y,NA,FTIR
28859,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_63,Fragment,Clear,C_CW_2_20-212_63,Cellulose,Cellulose,N,,0.29043,0.19408,5,FTIR,Y,NA,FTIR
28860,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_64,Fragment,White,C_CW_2_20-212_64,Not measured,NA,NA,,0.12883,0.11602,5,FTIR,Y,NA,FTIR
28861,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_65,Sphere,Clear,C_CW_2_20-212_65,Not measured,NA,NA,,0.136,0.137,5,FTIR,Y,NA,FTIR
28862,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_66,Fragment,Clear,C_CW_2_20-212_66,Not measured,NA,NA,,0.14516,0.10615,5,FTIR,Y,NA,FTIR
28863,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_67,Sphere,Clear,C_CW_2_20-212_67,Not measured,NA,NA,,0.133,0.133,5,FTIR,Y,NA,FTIR
28864,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_68,Sphere,Clear,C_CW_2_20-212_68,Not measured,NA,NA,,0.136,0.13629,5,FTIR,Y,NA,FTIR
28865,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_69,Sphere,Clear,C_CW_2_20-212_69,Not measured,NA,NA,,0.136,0.136,5,FTIR,Y,NA,FTIR
28866,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_70,Sphere,Clear,C_CW_2_20-212_70,Not measured,NA,NA,,0.1219,0.1219,5,FTIR,Y,NA,FTIR
28867,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_71,Fragment,Clear,C_CW_2_20-212_71,Not measured,NA,NA,,0.17142,0.11602,5,FTIR,Y,NA,FTIR
28868,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_72,Fragment,White,C_CW_2_20-212_72,Not measured,NA,NA,,0.1384,0.08898,5,FTIR,Y,NA,FTIR
28869,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_73,Fragment,White,C_CW_2_20-212_73,Not measured,NA,NA,,0.128,0.111,5,FTIR,Y,NA,FTIR
28870,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_74,Fragment,White,C_CW_2_20-212_74,Not measured,NA,NA,,0.17142,0.1116,5,FTIR,Y,NA,FTIR
28871,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_75,Film,Yellow,C_CW_2_20-212_75,Cellulose,Cellulose,N,,1.406,0.03902,5,FTIR,Y,NA,FTIR
28872,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_76,Fiber,Black,Eot foFEd,Not measured,NA,NA,,-88,-88,-88,FTIR,Y,NA,FTIR
28873,C,C_CW_2,CW,20-212 um,C_CW_2_20-212_77,Fiber,Red,Eot foFEd,Not measured,NA,NA,,-88,-88,-88,FTIR,Y,NA,FTIR
28874,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_1,Fragment,Orange,C_CW_3_aboGe500_1,Not measured,NA,NA,,0.514,0.348,2,FTIR,Y,NA,FTIR
28875,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_2,Sphere,Green,C_CW_3_aboGe500_2,Not measured,NA,NA,,0.682,0.686,2,FTIR,Y,NA,FTIR
28876,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_3,Sphere,Clear,C_CW_3_aboGe500_3,HDPE,PE,Y,,0.451,0.451,2,FTIR,Y,NA,FTIR
28877,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_4,Sphere,Green,C_CW_3_aboGe500_4,Not measured,NA,NA,,0.678,0.659,2,FTIR,Y,NA,FTIR
28878,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_5,Sphere,White,C_CW_3_aboGe500_5,HDPE,PE,Y,,0.891,0.887,2,FTIR,Y,NA,FTIR
28879,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_6,Sphere,Green,C_CW_3_aboGe500_6,HDPE,PE,Y,,0.682,0.7,2,FTIR,Y,NA,FTIR
28880,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_7,Fragment,Blue,C_CW_3_aboGe500_7,Not measured,NA,NA,,1.256,0.96,2,FTIR,Y,NA,FTIR
28881,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_8,Fragment,Blue,C_CW_3_aboGe500_8,PS,PS,Y,,1.118,0.879,2,FTIR,Y,NA,FTIR
28882,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_9,Pellet,Green,C_CW_3_aboGe500_9,HDPE,PE,Y,,0.815,0.631,2,FTIR,Y,NA,FTIR
28883,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_10,Sphere,White,C_CW_3_aboGe500_10,HDPE,PE,Y,,0.875,0.865,2,FTIR,Y,NA,FTIR
28884,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_11,Sphere,White,C_CW_3_aboGe500_11,Not measured,NA,NA,,0.901,0.899,2,FTIR,Y,NA,FTIR
28885,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_12,Fragment,Blue,C_CW_3_aboGe500_12,PS,PS,Y,,1.543,1.016,2,FTIR,Y,NA,FTIR
28886,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_13,Fragment,Blue,C_CW_3_aboGe500_13,Not measured,NA,NA,,1.104,1.069,2,FTIR,Y,NA,FTIR
28887,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_14,Foam,White,C_CW_3_aboGe500_14,"Organic, poor reading",Natural,N,Crumbled,0.57,0.188,2,FTIR,Y,NA,FTIR
28888,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_15,Sphere,White,C_CW_3_aboGe500_15,Not measured,NA,NA,,0.891,0.883,2,FTIR,Y,NA,FTIR
28889,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_16,Fragment,Blue,C_CW_3_aboGe500_16,Not measured,NA,NA,,1.34,1.172,2,FTIR,Y,NA,FTIR
28890,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_17,Sphere,White,C_CW_3_aboGe500_17,HDPE,PE,Y,,0.437,0.435,2,FTIR,Y,NA,FTIR
28891,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_18,Sphere,White,C_CW_3_aboGe500_18,HDPE,PE,Y,,0.445,0.439,2,FTIR,Y,NA,FTIR
28892,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_19,Sphere,White,C_CW_3_aboGe500_19,Not measured,NA,NA,,0.464,0.453,2,FTIR,Y,NA,FTIR
28893,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_20,Sphere,White,C_CW_3_aboGe500_20,Not measured,NA,NA,,0.885,0.871,2,FTIR,Y,NA,FTIR
28894,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_21,Fragment,Blue,C_CW_3_aboGe500_21,Not measured,NA,NA,,1.246,0.803,2,FTIR,Y,NA,FTIR
28895,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_22,Sphere,Green,C_CW_3_aboGe500_22,Not measured,NA,NA,,0.719,0.702,2,FTIR,Y,NA,FTIR
28896,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_23,Sphere,Green,C_CW_3_aboGe500_23,Not measured,NA,NA,,0.736,0.719,2,FTIR,Y,NA,FTIR
28897,C,C_CW_3,CW,>500 um,C_CW_3_aboGe500_24,Sphere,White,C_CW_3_aboGe500_24,Not measured,NA,NA,,0.457,0.45,2,FTIR,Y,NA,FTIR
